"Time","Y_1","Y_2"
1,1.73735160504062,1.69256991750945
2,2.88468738746174,2.62686150117184
3,2.49169779085656,2.91293833559019
4,2.68404970003527,1.40038367112733
5,1.6482253168626,1.40879918947701
6,2.58286848396424,1.23645374626767
7,3.28976154114582,0.11434585341369
8,3.67277847458318,0.247368887877378
9,2.07654308235167,2.68968468311723
10,1.90374702609783,2.64933683243367
11,2.45748944947635,1.26523479834639
12,1.99554195610579,1.47155451781369
13,0.556803601405571,0.0118913471054175
14,2.51650899126986,0.922802092930618
15,2.72657794608642,2.49656894613381
16,2.02768443869052,0.0521291059645173
17,1.74427202329139,0.920878253907131
18,0.821975240482103,-0.488013973711178
19,1.3887490152192,1.20388523464391
20,1.29417097997218,1.9210177724747
21,1.93864595867951,1.38816159080375
22,3.60690462882758,2.07835017593527
23,4.39036276337947,4.40151461511213
24,3.96048548902071,1.84100694344318
25,2.54669564428731,1.47062917502785
26,2.95132481944547,1.15545700037913
27,2.65375699605047,1.60930273498496
28,1.29775686900596,-0.839013008451902
29,1.00613767760957,1.81550870320996
30,-0.414053090994479,-0.789312866955017
31,-0.29891195185667,0.769389534490265
32,-0.719784829518646,-0.389984041058429
33,-1.87651285889155,-3.80893859721326
34,-0.903800758121811,-1.74198691580342
35,-1.63233488500659,-1.21604956575917
36,-0.617314016126013,-1.41695317784024
37,-0.115068340945835,1.67529985119013
38,-0.764994381433244,-0.940580364238253
39,-0.509058296730361,-1.12089675640667
40,-2.42919626924241,-1.91719714793275
41,-0.291435097956757,0.0598880589090333
42,0.129727246447083,0.490565361869616
43,-1.14770685559615,-1.25371490075668
44,-2.68782511015719,-2.32995091466247
45,-4.41227842574161,-4.73120599708326
46,-4.57286520453679,-2.18338185967217
47,-5.2500965150381,-3.8922739824483
48,-4.47689978346871,-1.93665727000993
49,-4.74564800543604,-2.79921072467382
50,-6.298789993421,-4.34161939926465
51,-6.08100348872617,-4.28158477708749
52,-4.88737438068906,-3.95196071195884
53,-6.78574388677124,-4.31458556816439
54,-3.46084400293325,-3.39322161719249
55,-4.88229046885936,-3.66374904008423
56,-4.81387812846406,-4.31138084405295
57,-6.80189709808307,-5.57324005004889
58,-9.18108928561262,-6.26338012190023
59,-8.69815270565283,-6.57544862513354
60,-9.38145209519398,-7.22675773581333
61,-8.63816104370742,-6.18726821216797
62,-8.33093100409227,-5.27780423068805
63,-8.14576563961624,-6.49221198263214
64,-9.4631273335675,-7.11730171132451
65,-8.52523286443419,-6.67001726517615
66,-9.68292643885259,-7.46023457520182
67,-8.64024407390598,-7.3821958918334
68,-7.61536381703353,-3.0073550798776
69,-7.62502997243966,-5.20244501488012
70,-8.21113373197374,-4.80302554089501
71,-8.38039704620952,-4.77957320784574
72,-6.34117222858675,-2.98164680859921
73,-6.16904604121748,-4.97191687016121
74,-7.87846394042518,-6.1843068448524
75,-9.01369462620498,-4.71770556574623
76,-10.6247805668946,-7.77697638849047
77,-9.72957707046478,-6.15490516250144
78,-10.8909790386708,-7.08668323283282
79,-11.2347885839981,-10.4263662678436
80,-10.4636382684726,-6.52004747599948
81,-11.979985059022,-7.81852716875439
82,-12.6865828136733,-8.71093445131778
83,-13.902142889308,-10.4571446441543
84,-13.1991685239432,-10.0934690312587
85,-13.1703199073365,-9.91745882475217
86,-13.0482904362292,-8.97008838425696
87,-12.3040359260974,-8.9599310527385
88,-12.1640301521267,-7.89224614945319
89,-11.9623280508779,-8.75304092505343
90,-12.4873105732082,-8.18870469748047
91,-12.1470929052718,-8.38194451018333
92,-11.4239758386449,-7.90724893070153
93,-9.85661193446708,-8.80705593923441
94,-10.5499834583065,-8.49739563905248
95,-9.92690684202701,-7.92958324698377
96,-10.2091809486687,-8.92453616200008
97,-10.2430068747103,-5.53417179956968
98,-12.0539294364662,-8.62578407059687
99,-12.027514378201,-7.68607178093668
100,-13.5509155753357,-11.9622713043776
101,-12.5017050979163,-8.76882292518306
102,-12.2363555963131,-8.73147520535274
103,-12.5732546248986,-7.91942779149914
104,-12.6094432248251,-9.57836842851072
105,-11.6938257704487,-7.64412143528014
106,-12.1432161517892,-8.77462060326376
107,-11.2687146407718,-7.96131507430335
108,-11.4850430177665,-7.64153245640223
109,-11.7424977010295,-10.9055280555616
110,-12.5305870585155,-7.97819653442064
111,-11.3889063698865,-8.20021565070003
112,-13.4276714600363,-12.1849421355
113,-13.665351115784,-11.1861876878724
114,-12.6271407716803,-9.12801713724414
115,-13.4167381796003,-11.1067467164941
116,-14.0031107521706,-8.30436060847715
117,-13.5395164401382,-8.73594934395936
118,-14.3930233240084,-12.1765417017768
119,-14.9934045016125,-10.5437108224007
120,-14.946130775285,-11.3395905929717
121,-15.3210676025545,-11.8697229220991
122,-16.2708457396559,-10.6880896351867
123,-16.6628435292667,-10.9390665667864
124,-16.589656379153,-10.0940218932312
125,-17.1136744819058,-11.915132362541
126,-17.3196098808688,-11.1280289079097
127,-17.5017628736991,-13.4073541184803
128,-20.0474072990586,-14.3971625683438
129,-18.6406221610333,-12.3097949739073
130,-18.5095093160365,-15.2536673285022
131,-16.8160370694652,-12.493454616503
132,-17.3704085030678,-12.6728480247368
133,-15.9430668638467,-11.1850081463689
134,-14.5173369052442,-10.8776854900711
135,-13.8058834282555,-10.9304914077607
136,-14.2471631495061,-9.24697302549531
137,-15.858114836148,-9.86191537454047
138,-16.0744969918204,-12.129151849371
139,-16.8082908368494,-11.3357321323469
140,-18.7436195032616,-13.0466834225196
141,-18.5126964630374,-13.2313215743516
142,-20.5668878414509,-14.5021716747531
143,-22.3182915184313,-16.268461387514
144,-21.4552792575277,-15.1103593008586
145,-21.4435107074547,-16.9152115580815
146,-22.2266303187331,-17.2156158332035
147,-21.201526092843,-15.5948352267944
148,-19.0012435191984,-12.7389015081691
149,-18.5754126005398,-11.9924275923876
150,-18.1604746634018,-14.3108963514056
151,-19.5612869071615,-14.1176835213191
152,-18.9553539941519,-14.1526676496507
153,-18.7624021091855,-13.0447631041918
154,-19.495630297786,-13.5530932673174
155,-18.6451126740807,-11.5198355918197
156,-17.6472043087316,-13.4205718683736
157,-17.2955003604105,-12.6196250627796
158,-18.3701338073258,-11.492874731856
159,-18.3575309582021,-11.8506817132217
160,-17.4170233744624,-13.0076782422833
161,-17.0086480172592,-13.6338160297391
162,-16.2111217211573,-11.9309129497346
163,-18.0083331819598,-10.1236925135016
164,-18.0582321555844,-11.3791282060292
165,-17.2829093102017,-11.6237078343243
166,-17.5048230984374,-13.1459659458966
167,-18.4030244324102,-12.511765806845
168,-19.6560819234422,-15.2314894061883
169,-17.0756162092987,-11.2188004165272
170,-17.2848097073494,-12.514540296788
171,-18.2687942459331,-12.9623346969111
172,-17.2725890043046,-12.7423458129551
173,-16.4068834764913,-11.1535384873666
174,-16.8336799687072,-11.1306530825105
175,-16.7851195519703,-11.4134893050509
176,-15.221233329422,-10.1566996120783
177,-15.6770938462698,-10.3375009934462
178,-15.5344886585255,-9.89755974378543
179,-16.2331314394228,-11.3239359086728
180,-15.5530772236335,-10.7172787749009
181,-16.5134153909082,-9.98422601318824
182,-17.734773741831,-11.395184216318
183,-15.9336406376762,-11.722123011539
184,-14.3092944923563,-8.67995523127559
185,-13.7458601212473,-8.96617474504568
186,-13.956484750016,-9.48733789067198
187,-14.9081165161272,-11.3955305858548
188,-13.3208027845644,-9.48001412469272
189,-14.2836753268446,-9.78517443471121
190,-15.0839510801761,-10.2788809488214
191,-14.7781942088838,-8.53683833105432
192,-12.6637648169961,-9.37190645241965
193,-12.7066353038803,-10.6965443353232
194,-13.6976242227022,-8.86933413025928
195,-15.2169474337172,-9.75212400168939
196,-14.1841435108988,-10.8105901172907
197,-14.7885563903097,-11.0500981791056
198,-15.9974003537658,-12.7953281634877
199,-17.3976081567283,-11.1691757348628
200,-17.5362303842056,-12.7866118191619
201,-18.8819703816029,-12.8379917189189
202,-18.5156404001796,-13.5947450287992
203,-18.0003702781106,-10.3612911912248
204,-17.4450046555921,-12.2125143908088
205,-16.8589068950789,-12.5936312850988
206,-18.3656617066758,-12.9655710896911
207,-18.4857061088981,-12.2741368481168
208,-17.7883412361899,-14.1791021824763
209,-18.025784529781,-13.8339397216475
210,-17.3207268939347,-13.6484022556119
211,-16.6305698056619,-11.9156910481982
212,-16.0649647019278,-11.0272459060026
213,-16.633476967911,-10.3315622542511
214,-16.1888607683668,-13.6464110837542
215,-16.3652404598298,-10.2645510737672
216,-17.2430095287781,-12.8293779040307
217,-16.5127594362132,-9.83713889493422
218,-16.8760435307359,-13.1281648481875
219,-16.3519819312876,-12.731195106014
220,-14.1372629633907,-8.42744048226352
221,-15.0420249651216,-9.92918366712019
222,-16.9330114809557,-12.0712691212551
223,-16.2535935435547,-12.7342668767525
224,-15.6635752047916,-10.1296816816411
225,-14.8390080756964,-10.1041010119556
226,-14.5283542326058,-10.1864243460829
227,-15.3754336778461,-10.2058501868862
228,-17.0183950848808,-10.9464014818091
229,-17.8670583402731,-11.3281896608341
230,-18.8934765983233,-12.1848399351842
231,-18.5618373490321,-14.6689430890372
232,-19.8092256151654,-14.7658933172659
233,-20.6140227574439,-13.6771549468981
234,-18.8155534557381,-13.5002877124111
235,-18.4178415794068,-13.0519809769534
236,-19.0367850372479,-13.5845553412202
237,-18.7037461271817,-13.2187519457916
238,-17.5375582215792,-12.2611870780372
239,-16.0417746865918,-9.18557959980598
240,-16.0215571358327,-12.2318102832781
241,-14.3685773290451,-11.6457769221617
242,-14.6249060069433,-9.36873844931853
243,-16.6843498827906,-11.7331810350291
244,-16.467970045177,-11.1784643237495
245,-17.1580169653447,-10.4412856240475
